time,cell_ID,sum_pix_intensity_cyto,sum_pix_intensity_nuclei,cell sizes,nucleus sizes,Particles in cytosol,Particles in nucleus,protein concentrations (AU),image_name
6,10.0,706706,420280,7387,2549,10.0,5.0,59.20338983050848,rep1_FOV2.tif
6,11.0,877716,439860,7019,2679,16.0,8.0,100.88847926267282,rep1_FOV2.tif
7,1.0,608589,433019,7788,2654,8.0,5.0,34.19750681729646,rep1_FOV2.tif
7,2.0,626929,426641,7828,2577,7.0,4.0,38.14282993715483,rep1_FOV2.tif
7,4.0,689262,421412,7534,2559,4.0,3.0,53.8391959798995,rep1_FOV2.tif
7,5.0,708337,467463,7504,2860,9.0,4.0,51.8677863910422,rep1_FOV2.tif
7,6.0,681495,460419,6780,2806,8.0,4.0,55.63059889280322,rep1_FOV2.tif
7,7.0,466269,431740,7073,2641,1.0,1.0,7.790839350180505,rep1_FOV2.tif
7,8.0,708552,425885,7375,2596,14.0,9.0,59.14772965055451,rep1_FOV2.tif
7,9.0,665658,469080,6756,2832,3.0,0.0,50.096330275229356,rep1_FOV2.tif
7,10.0,641310,418538,7324,2544,10.0,8.0,46.60502092050209,rep1_FOV2.tif
7,11.0,819241,441342,7019,2681,13.0,8.0,87.1136468418626,rep1_FOV2.tif
8,1.0,593142,433783,7899,2648,11.0,10.0,30.348314606741575,rep1_FOV2.tif
8,2.0,606625,421215,7946,2567,6.0,5.0,34.46923219929355,rep1_FOV2.tif
8,4.0,622372,416426,7548,2571,3.0,2.0,41.37954591119148,rep1_FOV2.tif
8,5.0,680406,469905,7504,2861,14.0,11.0,45.337281929786776,rep1_FOV2.tif
8,6.0,648899,466970,6793,2822,11.0,7.0,45.81440443213297,rep1_FOV2.tif
8,7.0,456927,437139,7115,2641,1.0,1.0,4.422887796155566,rep1_FOV2.tif
8,8.0,683791,428356,7391,2624,12.0,8.0,53.584015103838894,rep1_FOV2.tif
8,9.0,605820,469884,6791,2836,2.0,0.0,34.37067003792667,rep1_FOV2.tif
8,10.0,601993,414746,7389,2552,11.0,9.0,38.711391358279926,rep1_FOV2.tif
8,11.0,754857,440001,7019,2680,14.0,9.0,72.56418529615118,rep1_FOV2.tif
9,1.0,559930,438135,7851,2652,12.0,11.0,23.426620503943067,rep1_FOV2.tif
9,2.0,562142,421869,7851,2572,4.0,4.0,26.571888615268044,rep1_FOV2.tif
9,4.0,588912,426928,7533,2572,1.0,1.0,32.651481556137874,rep1_FOV2.tif
9,5.0,633489,463773,7504,2851,10.0,7.0,36.474532559638945,rep1_FOV2.tif
9,6.0,588510,459751,6783,2815,9.0,6.0,32.44934475806452,rep1_FOV2.tif
9,7.0,455133,433768,7125,2638,1.0,1.0,4.761533318475596,rep1_FOV2.tif
9,8.0,629654,424941,7387,2601,12.0,10.0,42.77329711659005,rep1_FOV2.tif
9,9.0,540225,467572,6715,2837,1.0,0.0,18.73465703971119,rep1_FOV2.tif
9,10.0,590807,420102,7352,2550,14.0,10.0,35.54872969596002,rep1_FOV2.tif
9,11.0,787389,437593,7019,2681,16.0,9.0,80.63531581373906,rep1_FOV2.tif
10,1.0,562709,433641,7937,2654,14.0,12.0,24.43081582434223,rep1_FOV2.tif
10,2.0,548771,420174,7976,2560,5.0,5.0,23.74390694239291,rep1_FOV2.tif
10,4.0,546518,424263,7564,2567,1.0,1.0,24.465679407644586,rep1_FOV2.tif
10,5.0,618099,464800,7504,2843,11.0,7.0,32.889723235357216,rep1_FOV2.tif
10,6.0,536317,460108,6793,2811,4.0,2.0,19.13837267704671,rep1_FOV2.tif
10,7.0,464477,438420,7188,2646,1.0,1.0,5.736900044033465,rep1_FOV2.tif
10,8.0,583409,431036,7393,2617,9.0,7.0,31.90389447236181,rep1_FOV2.tif
10,9.0,504107,467804,6806,2843,0.0,0.0,9.160484481453445,rep1_FOV2.tif
10,10.0,604402,416643,7387,2551,12.0,9.0,38.825268817204304,rep1_FOV2.tif
10,11.0,745928,444148,7019,2681,20.0,11.0,69.56662056247119,rep1_FOV2.tif
11,1.0,562933,426638,7891,2654,12.0,9.0,26.025396219209473,rep1_FOV2.tif
11,2.0,525358,420804,7825,2570,6.0,5.0,19.896098953377734,rep1_FOV2.tif
