Time,Transcription_Site_ID,Cell_ID,Position_X,Position_Y,Intensity,image_name
11,6,7,368,112,251,rep1_FOV4.tif
11,7,7,379,119,156,rep1_FOV4.tif
11,8,8,366,493,150,rep1_FOV4.tif
11,9,10,530,288,113,rep1_FOV4.tif
12,1,3,250,444,113,rep1_FOV4.tif
12,2,4,263,77,121,rep1_FOV4.tif
12,3,4,268,56,251,rep1_FOV4.tif
12,4,5,295,556,255,rep1_FOV4.tif
12,5,6,359,292,153,rep1_FOV4.tif
12,6,7,367,111,255,rep1_FOV4.tif
12,7,8,366,493,97,rep1_FOV4.tif
12,8,10,532,289,231,rep1_FOV4.tif
13,1,1,119,343,215,rep1_FOV4.tif
13,2,2,200,211,194,rep1_FOV4.tif
13,3,4,262,77,105,rep1_FOV4.tif
13,4,4,268,56,255,rep1_FOV4.tif
13,5,5,295,557,255,rep1_FOV4.tif
13,6,6,359,292,86,rep1_FOV4.tif
13,7,7,368,111,255,rep1_FOV4.tif
13,8,7,378,120,255,rep1_FOV4.tif
13,9,8,364,483,69,rep1_FOV4.tif
13,10,10,519,298,255,rep1_FOV4.tif
13,11,10,532,289,108,rep1_FOV4.tif
14,1,1,120,343,120,rep1_FOV4.tif
14,2,2,201,209,255,rep1_FOV4.tif
14,3,4,262,78,68,rep1_FOV4.tif
14,4,4,268,56,189,rep1_FOV4.tif
14,5,5,295,555,255,rep1_FOV4.tif
14,6,6,358,294,148,rep1_FOV4.tif
14,7,7,357,129,75,rep1_FOV4.tif
14,8,7,366,110,78,rep1_FOV4.tif
14,9,7,378,119,155,rep1_FOV4.tif
14,10,8,343,490,73,rep1_FOV4.tif
14,11,8,365,483,84,rep1_FOV4.tif
14,12,9,538,51,255,rep1_FOV4.tif
14,13,10,520,299,255,rep1_FOV4.tif
14,14,10,533,290,79,rep1_FOV4.tif
15,1,1,120,344,75,rep1_FOV4.tif
15,2,1,124,337,83,rep1_FOV4.tif
15,3,2,200,211,105,rep1_FOV4.tif
15,4,2,208,222,74,rep1_FOV4.tif
15,5,4,269,56,111,rep1_FOV4.tif
15,6,6,359,294,255,rep1_FOV4.tif
15,7,7,378,119,93,rep1_FOV4.tif
15,8,8,365,481,76,rep1_FOV4.tif
15,9,9,538,50,210,rep1_FOV4.tif
15,10,10,505,300,94,rep1_FOV4.tif
15,11,10,520,299,255,rep1_FOV4.tif
15,12,10,530,288,233,rep1_FOV4.tif
16,1,2,204,209,252,rep1_FOV4.tif
16,2,6,358,291,73,rep1_FOV4.tif
16,3,7,367,110,91,rep1_FOV4.tif
16,4,7,380,120,112,rep1_FOV4.tif
16,5,9,537,50,116,rep1_FOV4.tif
16,6,10,519,299,164,rep1_FOV4.tif
16,7,10,530,289,103,rep1_FOV4.tif
16,8,11,523,552,68,rep1_FOV4.tif
17,1,2,208,207,255,rep1_FOV4.tif
17,2,3,258,435,189,rep1_FOV4.tif
17,3,7,367,112,255,rep1_FOV4.tif
17,4,7,378,119,127,rep1_FOV4.tif
17,5,10,520,300,150,rep1_FOV4.tif
17,6,10,530,290,126,rep1_FOV4.tif
18,1,2,189,186,73,rep1_FOV4.tif
18,2,2,206,207,215,rep1_FOV4.tif
18,3,3,258,435,202,rep1_FOV4.tif
18,4,6,358,292,183,rep1_FOV4.tif
18,5,7,366,111,122,rep1_FOV4.tif
18,6,7,378,120,204,rep1_FOV4.tif
18,7,10,517,297,75,rep1_FOV4.tif
18,8,10,531,290,82,rep1_FOV4.tif
18,9,11,523,554,193,rep1_FOV4.tif
19,1,1,122,335,97,rep1_FOV4.tif
19,2,2,201,210,255,rep1_FOV4.tif
19,3,3,259,435,113,rep1_FOV4.tif
19,4,6,357,290,119,rep1_FOV4.tif
19,5,7,379,120,117,rep1_FOV4.tif
19,6,11,522,554,119,rep1_FOV4.tif
20,1,1,125,334,240,rep1_FOV4.tif
20,2,2,206,207,255,rep1_FOV4.tif
20,3,3,257,435,85,rep1_FOV4.tif
20,4,5,298,555,71,rep1_FOV4.tif
20,5,9,538,51,255,rep1_FOV4.tif
20,6,10,519,299,255,rep1_FOV4.tif
20,7,10,532,289,104,rep1_FOV4.tif
0,1,3,231,349,106,rep1_FOV5.tif
0,2,5,398,85,69,rep1_FOV5.tif
0,3,6,462,533,157,rep1_FOV5.tif
0,4,7,491,356,177,rep1_FOV5.tif
0,5,8,519,142,69,rep1_FOV5.tif
1,1,6,466,531,84,rep1_FOV5.tif
1,2,7,495,372,255,rep1_FOV5.tif
1,3,7,494,355,82,rep1_FOV5.tif
1,4,7,512,367,79,rep1_FOV5.tif
2,1,2,82,374,218,rep1_FOV5.tif
2,2,6,465,539,143,rep1_FOV5.tif
2,3,7,493,373,120,rep1_FOV5.tif
2,4,8,515,158,179,rep1_FOV5.tif
3,1,2,83,375,131,rep1_FOV5.tif
3,2,2,84,363,76,rep1_FOV5.tif
3,3,5,404,104,145,rep1_FOV5.tif
3,4,6,465,538,103,rep1_FOV5.tif
3,5,7,480,348,72,rep1_FOV5.tif
3,6,7,491,357,201,rep1_FOV5.tif
3,7,8,514,158,183,rep1_FOV5.tif
4,1,2,83,375,108,rep1_FOV5.tif
4,2,6,469,538,98,rep1_FOV5.tif
4,3,7,491,357,85,rep1_FOV5.tif
5,1,1,99,101,112,rep1_FOV5.tif
5,2,3,232,350,100,rep1_FOV5.tif
5,3,7,491,357,67,rep1_FOV5.tif
6,1,1,98,101,213,rep1_FOV5.tif
6,2,2,82,375,82,rep1_FOV5.tif
6,3,3,232,351,77,rep1_FOV5.tif
6,4,8,520,142,121,rep1_FOV5.tif
7,1,1,98,100,77,rep1_FOV5.tif
8,1,6,463,535,172,rep1_FOV5.tif
9,1,1,93,104,207,rep1_FOV5.tif
9,2,4,395,321,85,rep1_FOV5.tif
9,3,6,463,530,74,rep1_FOV5.tif
10,1,1,93,105,78,rep1_FOV5.tif
10,2,3,232,351,109,rep1_FOV5.tif
10,3,6,466,538,254,rep1_FOV5.tif
11,1,2,83,377,93,rep1_FOV5.tif
11,2,6,467,538,113,rep1_FOV5.tif
11,3,7,490,355,171,rep1_FOV5.tif
12,1,3,234,350,102,rep1_FOV5.tif
12,2,6,465,539,224,rep1_FOV5.tif
12,3,7,492,355,252,rep1_FOV5.tif
13,1,3,235,351,67,rep1_FOV5.tif
13,2,6,465,540,99,rep1_FOV5.tif
13,3,7,492,355,170,rep1_FOV5.tif
14,1,2,83,375,77,rep1_FOV5.tif
14,2,6,463,542,66,rep1_FOV5.tif
14,3,7,491,356,99,rep1_FOV5.tif
15,1,2,82,375,255,rep1_FOV5.tif
15,2,7,492,356,97,rep1_FOV5.tif
16,1,2,82,375,224,rep1_FOV5.tif
16,2,7,493,373,109,rep1_FOV5.tif
16,3,8,521,141,90,rep1_FOV5.tif
17,1,2,81,376,194,rep1_FOV5.tif
17,2,3,231,351,255,rep1_FOV5.tif
17,3,6,464,537,154,rep1_FOV5.tif
17,4,8,520,141,255,rep1_FOV5.tif
18,1,2,82,375,191,rep1_FOV5.tif
18,2,3,231,351,255,rep1_FOV5.tif
18,3,4,395,325,79,rep1_FOV5.tif
18,4,6,465,539,233,rep1_FOV5.tif
18,5,8,519,142,198,rep1_FOV5.tif
19,1,2,83,374,255,rep1_FOV5.tif
19,2,3,231,352,170,rep1_FOV5.tif
19,3,4,395,325,81,rep1_FOV5.tif
19,4,6,462,530,118,rep1_FOV5.tif
19,5,6,466,539,150,rep1_FOV5.tif
19,6,7,494,371,164,rep1_FOV5.tif
19,7,8,520,142,172,rep1_FOV5.tif
20,1,1,93,104,206,rep1_FOV5.tif
20,2,2,81,374,255,rep1_FOV5.tif
20,3,4,395,323,185,rep1_FOV5.tif
20,4,6,463,535,96,rep1_FOV5.tif
20,5,7,494,370,66,rep1_FOV5.tif
20,6,8,516,159,114,rep1_FOV5.tif
0,1,1,49,548,255,rep1_FOV6.tif
0,2,4,177,241,77,rep1_FOV6.tif
0,3,4,187,254,227,rep1_FOV6.tif
0,4,4,192,263,255,rep1_FOV6.tif
0,5,4,201,245,95,rep1_FOV6.tif
0,6,5,233,107,119,rep1_FOV6.tif
0,7,6,355,244,92,rep1_FOV6.tif
0,8,7,426,458,86,rep1_FOV6.tif
0,9,8,449,596,80,rep1_FOV6.tif
0,10,11,585,395,255,rep1_FOV6.tif
1,1,1,48,547,192,rep1_FOV6.tif
1,2,1,65,555,77,rep1_FOV6.tif
1,3,4,188,254,156,rep1_FOV6.tif
1,4,4,192,262,172,rep1_FOV6.tif
1,5,4,201,226,77,rep1_FOV6.tif
1,6,5,233,107,103,rep1_FOV6.tif
1,7,6,355,246,186,rep1_FOV6.tif
1,8,11,585,392,82,rep1_FOV6.tif
2,1,1,48,547,90,rep1_FOV6.tif
2,2,4,188,253,92,rep1_FOV6.tif
2,3,4,194,260,78,rep1_FOV6.tif
2,4,4,207,236,73,rep1_FOV6.tif
2,5,5,234,110,93,rep1_FOV6.tif
2,6,6,353,248,92,rep1_FOV6.tif
2,7,6,358,243,112,rep1_FOV6.tif
2,8,11,586,396,87,rep1_FOV6.tif
3,1,1,47,546,84,rep1_FOV6.tif
3,2,1,59,549,76,rep1_FOV6.tif
3,3,3,100,421,208,rep1_FOV6.tif
3,4,4,188,252,76,rep1_FOV6.tif
3,5,4,195,260,79,rep1_FOV6.tif
3,6,5,233,106,81,rep1_FOV6.tif
3,7,6,360,244,100,rep1_FOV6.tif
3,8,8,451,596,164,rep1_FOV6.tif
3,9,9,467,68,212,rep1_FOV6.tif
3,10,9,473,50,255,rep1_FOV6.tif
3,11,11,572,392,75,rep1_FOV6.tif
3,12,11,588,395,86,rep1_FOV6.tif
4,1,1,47,545,72,rep1_FOV6.tif
4,2,3,100,421,94,rep1_FOV6.tif
4,3,4,186,253,99,rep1_FOV6.tif
4,4,5,219,106,255,rep1_FOV6.tif
4,5,5,234,105,85,rep1_FOV6.tif
4,6,8,452,597,86,rep1_FOV6.tif
4,7,9,455,72,73,rep1_FOV6.tif
4,8,9,467,67,125,rep1_FOV6.tif
4,9,9,473,50,203,rep1_FOV6.tif
4,10,9,479,61,86,rep1_FOV6.tif
4,11,10,531,209,255,rep1_FOV6.tif
4,12,10,528,197,79,rep1_FOV6.tif
4,13,11,579,408,77,rep1_FOV6.tif
4,14,11,586,394,255,rep1_FOV6.tif
5,1,5,220,106,138,rep1_FOV6.tif
5,2,8,448,596,255,rep1_FOV6.tif
5,3,9,466,67,105,rep1_FOV6.tif
5,4,9,474,50,101,rep1_FOV6.tif
5,5,10,532,210,129,rep1_FOV6.tif
5,6,11,581,376,77,rep1_FOV6.tif
5,7,11,586,393,101,rep1_FOV6.tif
5,8,12,565,586,185,rep1_FOV6.tif
6,1,5,219,105,118,rep1_FOV6.tif
6,2,6,355,246,174,rep1_FOV6.tif
6,3,8,450,596,99,rep1_FOV6.tif
6,4,8,460,583,123,rep1_FOV6.tif
6,5,9,472,51,133,rep1_FOV6.tif
6,6,10,531,211,126,rep1_FOV6.tif
6,7,11,585,395,190,rep1_FOV6.tif
6,8,12,564,586,211,rep1_FOV6.tif
7,1,4,192,263,255,rep1_FOV6.tif
7,2,5,220,105,109,rep1_FOV6.tif
7,3,6,354,246,100,rep1_FOV6.tif
7,4,7,427,457,108,rep1_FOV6.tif
7,5,7,437,463,76,rep1_FOV6.tif
7,6,8,458,582,101,rep1_FOV6.tif
7,7,9,473,50,74,rep1_FOV6.tif
7,8,11,585,390,155,rep1_FOV6.tif
7,9,12,566,587,74,rep1_FOV6.tif
8,1,1,49,547,234,rep1_FOV6.tif
8,2,3,118,438,80,rep1_FOV6.tif
8,3,4,191,263,139,rep1_FOV6.tif
8,4,5,220,107,245,rep1_FOV6.tif
8,5,6,359,244,180,rep1_FOV6.tif
8,6,7,426,458,255,rep1_FOV6.tif
8,7,11,585,389,123,rep1_FOV6.tif
9,1,1,39,555,80,rep1_FOV6.tif
9,2,1,50,547,160,rep1_FOV6.tif
9,3,3,117,438,148,rep1_FOV6.tif
9,4,4,190,262,93,rep1_FOV6.tif
9,5,5,219,106,109,rep1_FOV6.tif
9,6,6,360,241,84,rep1_FOV6.tif
9,7,7,426,458,174,rep1_FOV6.tif
9,8,8,449,595,136,rep1_FOV6.tif
9,9,8,463,585,149,rep1_FOV6.tif
9,10,9,465,67,162,rep1_FOV6.tif
9,11,11,586,390,96,rep1_FOV6.tif
10,1,1,41,553,103,rep1_FOV6.tif
10,2,1,49,546,96,rep1_FOV6.tif
10,3,3,118,439,82,rep1_FOV6.tif
10,4,5,220,106,251,rep1_FOV6.tif
10,5,7,426,458,129,rep1_FOV6.tif
10,6,8,449,596,255,rep1_FOV6.tif
10,7,9,444,85,68,rep1_FOV6.tif
10,8,9,464,67,239,rep1_FOV6.tif
10,9,11,583,388,73,rep1_FOV6.tif
11,1,1,41,554,255,rep1_FOV6.tif
11,2,2,58,120,172,rep1_FOV6.tif
11,3,5,220,104,80,rep1_FOV6.tif
11,4,7,426,459,180,rep1_FOV6.tif
11,5,8,449,596,100,rep1_FOV6.tif
11,6,9,465,67,139,rep1_FOV6.tif
11,7,9,474,51,255,rep1_FOV6.tif
12,1,1,41,554,255,rep1_FOV6.tif
12,2,1,48,547,185,rep1_FOV6.tif
12,3,2,58,121,86,rep1_FOV6.tif
12,4,5,219,105,112,rep1_FOV6.tif
12,5,6,358,243,255,rep1_FOV6.tif
12,6,7,426,459,143,rep1_FOV6.tif
12,7,9,473,50,207,rep1_FOV6.tif
12,8,12,560,586,255,rep1_FOV6.tif
13,1,1,41,554,255,rep1_FOV6.tif
13,2,1,49,547,93,rep1_FOV6.tif
13,3,6,358,243,239,rep1_FOV6.tif
13,4,7,426,459,89,rep1_FOV6.tif
13,5,8,451,596,82,rep1_FOV6.tif
13,6,9,473,52,76,rep1_FOV6.tif
13,7,12,558,587,177,rep1_FOV6.tif
14,1,1,47,549,255,rep1_FOV6.tif
14,2,3,116,438,150,rep1_FOV6.tif
14,3,4,187,254,199,rep1_FOV6.tif
14,4,5,217,104,73,rep1_FOV6.tif
14,5,6,356,245,234,rep1_FOV6.tif
14,6,7,428,459,65,rep1_FOV6.tif
14,7,8,450,595,66,rep1_FOV6.tif
14,8,12,557,587,116,rep1_FOV6.tif
15,1,1,39,555,94,rep1_FOV6.tif
15,2,1,49,547,255,rep1_FOV6.tif
15,3,3,101,437,72,rep1_FOV6.tif
15,4,3,119,438,255,rep1_FOV6.tif
15,5,4,177,248,80,rep1_FOV6.tif
15,6,4,186,252,110,rep1_FOV6.tif
15,7,5,233,106,255,rep1_FOV6.tif
15,8,6,358,244,182,rep1_FOV6.tif
15,9,8,450,596,255,rep1_FOV6.tif
15,10,11,586,395,70,rep1_FOV6.tif
16,1,1,50,547,255,rep1_FOV6.tif
16,2,3,119,438,130,rep1_FOV6.tif
16,3,4,188,253,73,rep1_FOV6.tif
16,4,5,233,106,183,rep1_FOV6.tif
16,5,6,356,243,89,rep1_FOV6.tif
16,6,8,450,595,186,rep1_FOV6.tif
16,7,9,473,52,112,rep1_FOV6.tif
17,1,1,49,547,204,rep1_FOV6.tif
17,2,5,233,106,77,rep1_FOV6.tif
17,3,6,354,245,255,rep1_FOV6.tif
17,4,8,451,596,82,rep1_FOV6.tif
17,5,9,472,54,142,rep1_FOV6.tif
17,6,11,586,392,71,rep1_FOV6.tif
18,1,1,50,547,219,rep1_FOV6.tif
18,2,3,119,440,137,rep1_FOV6.tif
18,3,4,186,254,89,rep1_FOV6.tif
18,4,6,355,246,121,rep1_FOV6.tif
18,5,8,453,595,73,rep1_FOV6.tif
19,1,1,50,546,160,rep1_FOV6.tif
19,2,3,118,437,125,rep1_FOV6.tif
19,3,4,187,254,255,rep1_FOV6.tif
19,4,5,220,106,231,rep1_FOV6.tif
19,5,6,353,247,150,rep1_FOV6.tif
19,6,7,423,463,68,rep1_FOV6.tif
19,7,9,473,51,255,rep1_FOV6.tif
19,8,10,531,210,255,rep1_FOV6.tif
19,9,12,563,589,89,rep1_FOV6.tif
20,1,1,49,546,82,rep1_FOV6.tif
20,2,3,118,438,80,rep1_FOV6.tif
20,3,4,186,253,121,rep1_FOV6.tif
20,4,5,219,104,100,rep1_FOV6.tif
20,5,6,356,247,78,rep1_FOV6.tif
20,6,8,461,583,255,rep1_FOV6.tif
20,7,9,472,50,138,rep1_FOV6.tif
20,8,10,534,209,255,rep1_FOV6.tif
20,9,12,563,589,90,rep1_FOV6.tif
0,1,1,74,613,76,rep2_FOV1.tif
0,2,3,127,237,101,rep2_FOV1.tif
0,3,4,111,35,69,rep2_FOV1.tif
0,4,4,116,66,92,rep2_FOV1.tif
0,5,7,291,421,159,rep2_FOV1.tif
0,6,9,335,558,117,rep2_FOV1.tif
0,7,10,433,226,255,rep2_FOV1.tif
0,8,10,444,213,86,rep2_FOV1.tif
0,9,14,582,511,79,rep2_FOV1.tif
0,10,14,596,521,255,rep2_FOV1.tif
1,1,1,76,607,76,rep2_FOV1.tif
1,2,3,120,256,143,rep2_FOV1.tif
1,3,3,127,237,79,rep2_FOV1.tif
1,4,4,104,70,154,rep2_FOV1.tif
1,5,4,117,65,255,rep2_FOV1.tif
1,6,4,137,62,75,rep2_FOV1.tif
1,7,5,177,582,162,rep2_FOV1.tif
1,8,6,264,157,85,rep2_FOV1.tif
1,9,7,289,419,88,rep2_FOV1.tif
1,10,8,358,293,173,rep2_FOV1.tif
1,11,9,339,554,116,rep2_FOV1.tif
1,12,10,434,226,167,rep2_FOV1.tif
1,13,10,448,238,79,rep2_FOV1.tif
1,14,11,517,167,186,rep2_FOV1.tif
1,15,12,576,264,115,rep2_FOV1.tif
1,16,14,596,521,192,rep2_FOV1.tif
2,1,1,73,613,197,rep2_FOV1.tif
2,2,3,119,256,93,rep2_FOV1.tif
2,3,3,127,237,179,rep2_FOV1.tif
2,4,4,105,71,255,rep2_FOV1.tif
2,5,4,119,65,100,rep2_FOV1.tif
2,6,5,173,581,255,rep2_FOV1.tif
2,7,8,357,294,255,rep2_FOV1.tif
2,8,9,340,553,82,rep2_FOV1.tif
2,9,10,433,228,69,rep2_FOV1.tif
2,10,11,520,171,255,rep2_FOV1.tif
2,11,12,576,263,183,rep2_FOV1.tif
2,12,14,596,521,173,rep2_FOV1.tif
3,1,1,47,598,77,rep2_FOV1.tif
3,2,1,71,612,152,rep2_FOV1.tif
3,3,3,127,237,133,rep2_FOV1.tif
3,4,4,105,69,116,rep2_FOV1.tif
3,5,4,106,35,75,rep2_FOV1.tif
3,6,5,176,582,255,rep2_FOV1.tif
3,7,8,347,283,212,rep2_FOV1.tif
3,8,8,357,295,240,rep2_FOV1.tif
3,9,9,340,553,255,rep2_FOV1.tif
3,10,9,342,542,110,rep2_FOV1.tif
3,11,11,518,171,142,rep2_FOV1.tif
3,12,12,590,266,69,rep2_FOV1.tif
3,13,14,597,520,109,rep2_FOV1.tif
4,1,1,62,621,71,rep2_FOV1.tif
4,2,1,70,612,72,rep2_FOV1.tif
4,3,2,70,479,153,rep2_FOV1.tif
4,4,4,103,69,255,rep2_FOV1.tif
4,5,4,119,68,99,rep2_FOV1.tif
4,6,5,177,581,255,rep2_FOV1.tif
4,7,7,289,423,132,rep2_FOV1.tif
4,8,8,346,284,233,rep2_FOV1.tif
4,9,8,359,292,98,rep2_FOV1.tif
4,10,9,340,553,255,rep2_FOV1.tif
4,11,11,538,160,70,rep2_FOV1.tif
4,12,12,577,265,219,rep2_FOV1.tif
4,13,12,588,284,83,rep2_FOV1.tif
4,14,14,596,520,125,rep2_FOV1.tif
5,1,2,71,480,92,rep2_FOV1.tif
5,2,3,119,257,109,rep2_FOV1.tif
5,3,4,104,70,177,rep2_FOV1.tif
5,4,5,177,581,203,rep2_FOV1.tif
5,5,8,345,283,113,rep2_FOV1.tif
5,6,9,340,552,208,rep2_FOV1.tif
5,7,11,520,173,75,rep2_FOV1.tif
5,8,12,577,265,122,rep2_FOV1.tif
5,9,14,591,533,178,rep2_FOV1.tif
5,10,14,595,520,139,rep2_FOV1.tif
6,1,4,116,66,101,rep2_FOV1.tif
6,2,5,177,584,80,rep2_FOV1.tif
6,3,5,180,579,76,rep2_FOV1.tif
6,4,9,340,552,255,rep2_FOV1.tif
6,5,10,434,225,111,rep2_FOV1.tif
6,6,11,520,173,73,rep2_FOV1.tif
6,7,12,591,272,158,rep2_FOV1.tif
6,8,14,589,533,99,rep2_FOV1.tif
6,9,14,595,520,126,rep2_FOV1.tif
7,1,1,73,613,255,rep2_FOV1.tif
7,2,3,120,257,255,rep2_FOV1.tif
7,3,4,104,70,108,rep2_FOV1.tif
7,4,5,172,581,253,rep2_FOV1.tif
7,5,7,291,424,227,rep2_FOV1.tif
7,6,9,337,555,215,rep2_FOV1.tif
7,7,12,591,273,123,rep2_FOV1.tif
7,8,14,595,521,207,rep2_FOV1.tif
8,1,1,74,613,127,rep2_FOV1.tif
8,2,3,121,259,115,rep2_FOV1.tif
8,3,3,127,238,255,rep2_FOV1.tif
8,4,5,172,582,112,rep2_FOV1.tif
8,5,7,290,423,255,rep2_FOV1.tif
8,6,9,336,556,152,rep2_FOV1.tif
8,7,10,434,226,255,rep2_FOV1.tif
8,8,14,594,533,157,rep2_FOV1.tif
8,9,14,595,520,148,rep2_FOV1.tif
9,1,2,79,473,217,rep2_FOV1.tif
9,2,3,128,238,255,rep2_FOV1.tif
9,3,4,104,71,255,rep2_FOV1.tif
9,4,5,171,581,169,rep2_FOV1.tif
9,5,8,359,295,72,rep2_FOV1.tif
9,6,9,335,556,107,rep2_FOV1.tif
9,7,10,435,228,141,rep2_FOV1.tif
9,8,11,516,165,255,rep2_FOV1.tif
9,9,14,594,533,74,rep2_FOV1.tif
9,10,14,597,520,92,rep2_FOV1.tif
10,1,2,78,473,255,rep2_FOV1.tif
10,2,3,127,237,160,rep2_FOV1.tif
10,3,4,103,70,244,rep2_FOV1.tif
10,4,5,174,582,255,rep2_FOV1.tif
10,5,10,434,226,255,rep2_FOV1.tif
10,6,11,517,167,128,rep2_FOV1.tif
10,7,13,577,389,73,rep2_FOV1.tif
10,8,14,594,532,71,rep2_FOV1.tif
10,9,14,596,519,76,rep2_FOV1.tif
11,1,2,79,473,97,rep2_FOV1.tif
11,2,3,128,238,109,rep2_FOV1.tif
11,3,4,104,70,120,rep2_FOV1.tif
11,4,5,174,581,157,rep2_FOV1.tif
11,5,8,357,295,180,rep2_FOV1.tif
11,6,10,433,226,255,rep2_FOV1.tif
11,7,11,520,170,248,rep2_FOV1.tif
11,8,13,575,391,106,rep2_FOV1.tif
11,9,14,596,519,79,rep2_FOV1.tif
12,1,1,73,612,99,rep2_FOV1.tif
12,2,2,70,481,128,rep2_FOV1.tif
12,3,4,104,71,116,rep2_FOV1.tif
12,4,5,175,581,108,rep2_FOV1.tif
12,5,8,358,294,106,rep2_FOV1.tif
12,6,10,433,227,195,rep2_FOV1.tif
12,7,11,517,165,81,rep2_FOV1.tif
12,8,11,521,171,142,rep2_FOV1.tif
12,9,13,560,394,151,rep2_FOV1.tif
12,10,13,575,391,97,rep2_FOV1.tif
13,1,1,73,612,79,rep2_FOV1.tif
13,2,2,70,482,73,rep2_FOV1.tif
13,3,3,120,256,255,rep2_FOV1.tif
13,4,8,358,294,170,rep2_FOV1.tif
13,5,10,434,227,108,rep2_FOV1.tif
13,6,11,521,171,78,rep2_FOV1.tif
13,7,13,575,390,156,rep2_FOV1.tif
14,1,2,77,474,255,rep2_FOV1.tif
14,2,3,120,256,252,rep2_FOV1.tif
14,3,9,341,553,255,rep2_FOV1.tif
14,4,10,432,228,79,rep2_FOV1.tif
14,5,11,521,171,76,rep2_FOV1.tif
14,6,13,575,390,74,rep2_FOV1.tif
14,7,14,595,521,224,rep2_FOV1.tif
14,8,14,592,535,91,rep2_FOV1.tif
15,1,2,78,473,230,rep2_FOV1.tif
15,2,3,121,255,118,rep2_FOV1.tif
15,3,5,176,582,245,rep2_FOV1.tif
15,4,9,341,554,217,rep2_FOV1.tif
15,5,14,596,522,100,rep2_FOV1.tif
16,1,2,80,475,71,rep2_FOV1.tif
16,2,3,130,237,125,rep2_FOV1.tif
16,3,5,176,582,255,rep2_FOV1.tif
16,4,5,179,599,70,rep2_FOV1.tif
16,5,9,340,552,99,rep2_FOV1.tif
16,6,14,595,520,67,rep2_FOV1.tif
17,1,3,127,237,109,rep2_FOV1.tif
17,2,5,175,582,195,rep2_FOV1.tif
17,3,10,433,226,142,rep2_FOV1.tif
17,4,13,577,388,131,rep2_FOV1.tif
18,1,3,126,238,217,rep2_FOV1.tif
18,2,5,174,583,118,rep2_FOV1.tif
18,3,9,339,552,255,rep2_FOV1.tif
18,4,10,433,226,124,rep2_FOV1.tif
18,5,12,575,265,209,rep2_FOV1.tif
18,6,13,560,395,178,rep2_FOV1.tif
18,7,13,575,390,255,rep2_FOV1.tif
18,8,14,595,521,255,rep2_FOV1.tif
19,1,1,72,612,71,rep2_FOV1.tif
19,2,2,70,479,194,rep2_FOV1.tif
19,3,3,119,256,87,rep2_FOV1.tif
19,4,3,127,238,255,rep2_FOV1.tif
19,5,5,177,583,234,rep2_FOV1.tif
19,6,9,339,551,143,rep2_FOV1.tif
19,7,10,430,226,255,rep2_FOV1.tif
19,8,12,575,264,95,rep2_FOV1.tif
19,9,13,560,393,171,rep2_FOV1.tif
19,10,13,575,390,91,rep2_FOV1.tif
19,11,14,595,521,235,rep2_FOV1.tif
20,1,2,69,480,132,rep2_FOV1.tif
20,2,3,126,237,196,rep2_FOV1.tif
20,3,5,178,582,79,rep2_FOV1.tif
20,4,6,262,157,255,rep2_FOV1.tif
20,5,8,344,284,255,rep2_FOV1.tif
20,6,9,339,550,99,rep2_FOV1.tif
20,7,10,429,227,133,rep2_FOV1.tif
20,8,12,576,264,255,rep2_FOV1.tif
20,9,13,560,393,78,rep2_FOV1.tif
20,10,13,575,389,124,rep2_FOV1.tif
20,11,14,595,521,93,rep2_FOV1.tif
0,1,1,68,301,72,rep2_FOV2.tif
0,2,1,78,274,159,rep2_FOV2.tif
0,3,2,128,569,79,rep2_FOV2.tif
0,4,3,153,234,75,rep2_FOV2.tif
0,5,4,210,382,93,rep2_FOV2.tif
0,6,8,476,527,93,rep2_FOV2.tif
0,7,8,487,534,70,rep2_FOV2.tif
0,8,9,520,265,136,rep2_FOV2.tif
0,9,11,594,357,64,rep2_FOV2.tif
1,1,1,76,275,187,rep2_FOV2.tif
1,2,2,116,583,170,rep2_FOV2.tif
1,3,2,123,594,71,rep2_FOV2.tif
1,4,9,520,266,103,rep2_FOV2.tif
2,1,1,78,274,255,rep2_FOV2.tif
2,2,8,477,531,255,rep2_FOV2.tif
2,3,9,523,260,96,rep2_FOV2.tif
2,4,9,524,251,77,rep2_FOV2.tif
2,5,10,560,85,255,rep2_FOV2.tif
2,6,10,573,94,84,rep2_FOV2.tif
3,1,1,77,275,255,rep2_FOV2.tif
3,2,8,477,531,255,rep2_FOV2.tif
3,3,9,519,266,255,rep2_FOV2.tif
3,4,10,560,84,192,rep2_FOV2.tif
4,1,1,76,275,203,rep2_FOV2.tif
4,2,2,126,570,169,rep2_FOV2.tif
4,3,3,151,232,90,rep2_FOV2.tif
4,4,7,350,444,255,rep2_FOV2.tif
4,5,8,478,531,221,rep2_FOV2.tif
4,6,8,491,552,67,rep2_FOV2.tif
4,7,9,521,267,91,rep2_FOV2.tif
4,8,9,525,257,103,rep2_FOV2.tif
4,9,10,555,86,143,rep2_FOV2.tif
4,10,11,591,328,101,rep2_FOV2.tif
4,11,11,598,339,85,rep2_FOV2.tif
4,12,11,600,336,84,rep2_FOV2.tif
5,1,1,75,274,91,rep2_FOV2.tif
5,2,2,126,568,255,rep2_FOV2.tif
5,3,7,351,442,112,rep2_FOV2.tif
5,4,8,479,531,101,rep2_FOV2.tif
5,5,10,555,88,130,rep2_FOV2.tif
