Time,Transcription_Site_ID,Cell_ID,Position_X,Position_Y,Intensity,image_name
1,2,4,191,294,73,rep2_FOV6.tif
1,3,5,309,153,137,rep2_FOV6.tif
1,4,7,339,340,223,rep2_FOV6.tif
1,5,8,389,453,207,rep2_FOV6.tif
2,1,3,155,589,74,rep2_FOV6.tif
2,2,4,201,286,84,rep2_FOV6.tif
2,3,6,358,592,165,rep2_FOV6.tif
2,4,7,341,341,223,rep2_FOV6.tif
2,5,8,389,453,128,rep2_FOV6.tif
3,1,4,200,287,255,rep2_FOV6.tif
3,2,6,347,582,255,rep2_FOV6.tif
3,3,6,358,593,179,rep2_FOV6.tif
3,4,7,327,355,72,rep2_FOV6.tif
3,5,7,342,341,115,rep2_FOV6.tif
3,6,7,357,342,69,rep2_FOV6.tif
3,7,8,390,453,205,rep2_FOV6.tif
4,1,4,194,276,71,rep2_FOV6.tif
4,2,4,199,289,185,rep2_FOV6.tif
4,3,6,347,581,255,rep2_FOV6.tif
4,4,6,358,593,130,rep2_FOV6.tif
4,5,7,341,340,102,rep2_FOV6.tif
4,6,8,389,452,201,rep2_FOV6.tif
5,1,8,390,451,144,rep2_FOV6.tif
6,1,8,390,452,153,rep2_FOV6.tif
7,1,8,390,451,72,rep2_FOV6.tif
9,1,9,540,109,78,rep2_FOV6.tif
14,1,5,311,153,70,rep2_FOV6.tif
14,2,8,388,453,72,rep2_FOV6.tif
