Time,Transcription_Site_ID,Cell_ID,Position_X,Position_Y,Intensity,image_name
4,1,2,64,609,72,rep1_FOV2.tif
4,2,5,284,175,163,rep1_FOV2.tif
4,3,7,316,602,92,rep1_FOV2.tif
4,4,8,406,258,75,rep1_FOV2.tif
4,5,9,422,151,157,rep1_FOV2.tif
5,1,5,285,174,112,rep1_FOV2.tif
5,2,7,312,602,125,rep1_FOV2.tif
5,3,8,406,257,75,rep1_FOV2.tif
6,1,5,284,174,68,rep1_FOV2.tif
6,2,7,313,600,92,rep1_FOV2.tif
6,3,8,405,258,88,rep1_FOV2.tif
7,1,8,407,253,79,rep1_FOV2.tif
8,1,7,313,603,80,rep1_FOV2.tif
9,1,7,313,603,82,rep1_FOV2.tif
12,1,11,558,365,75,rep1_FOV2.tif
0,1,2,68,532,255,rep1_FOV3.tif
0,2,3,99,399,113,rep1_FOV3.tif
0,3,3,114,390,150,rep1_FOV3.tif
0,4,3,132,397,69,rep1_FOV3.tif
0,5,5,276,403,77,rep1_FOV3.tif
0,6,6,299,313,105,rep1_FOV3.tif
0,7,7,381,597,72,rep1_FOV3.tif
0,8,9,370,181,80,rep1_FOV3.tif
0,9,9,397,171,194,rep1_FOV3.tif
1,1,2,71,531,144,rep1_FOV3.tif
1,2,2,84,513,77,rep1_FOV3.tif
1,3,2,93,536,81,rep1_FOV3.tif
1,4,2,102,530,75,rep1_FOV3.tif
1,5,2,112,538,69,rep1_FOV3.tif
1,6,3,114,390,111,rep1_FOV3.tif
1,7,5,277,403,75,rep1_FOV3.tif
1,8,6,296,312,83,rep1_FOV3.tif
1,9,9,399,172,139,rep1_FOV3.tif
1,10,9,417,171,83,rep1_FOV3.tif
1,11,10,545,204,234,rep1_FOV3.tif
2,1,3,100,398,102,rep1_FOV3.tif
2,2,4,215,186,164,rep1_FOV3.tif
2,3,5,272,396,71,rep1_FOV3.tif
2,4,5,280,402,92,rep1_FOV3.tif
2,5,7,383,598,76,rep1_FOV3.tif
2,6,8,373,69,255,rep1_FOV3.tif
2,7,9,387,191,68,rep1_FOV3.tif
2,8,10,546,206,255,rep1_FOV3.tif
3,1,1,50,127,109,rep1_FOV3.tif
3,2,1,50,114,93,rep1_FOV3.tif
3,3,2,75,534,255,rep1_FOV3.tif
3,4,3,99,400,83,rep1_FOV3.tif
3,5,3,122,373,79,rep1_FOV3.tif
3,6,6,284,310,130,rep1_FOV3.tif
3,7,7,371,578,74,rep1_FOV3.tif
3,8,7,381,594,176,rep1_FOV3.tif
3,9,8,373,70,123,rep1_FOV3.tif
3,10,9,397,172,255,rep1_FOV3.tif
3,11,10,545,204,78,rep1_FOV3.tif
4,1,1,49,127,72,rep1_FOV3.tif
4,2,2,76,533,91,rep1_FOV3.tif
4,3,3,102,401,91,rep1_FOV3.tif
4,4,4,215,186,159,rep1_FOV3.tif
4,5,7,381,594,255,rep1_FOV3.tif
4,6,8,374,69,162,rep1_FOV3.tif
4,7,9,397,171,239,rep1_FOV3.tif
5,1,7,381,596,114,rep1_FOV3.tif
5,2,8,393,68,68,rep1_FOV3.tif
5,3,9,397,171,120,rep1_FOV3.tif
5,4,9,411,176,77,rep1_FOV3.tif
7,1,6,295,313,74,rep1_FOV3.tif
0,1,1,67,541,76,rep1_FOV4.tif
0,2,3,77,122,75,rep1_FOV4.tif
0,3,3,95,127,154,rep1_FOV4.tif
0,4,3,97,145,86,rep1_FOV4.tif
0,5,5,175,235,255,rep1_FOV4.tif
0,6,6,230,108,184,rep1_FOV4.tif
0,7,7,234,542,94,rep1_FOV4.tif
0,8,10,412,512,67,rep1_FOV4.tif
0,9,10,426,546,83,rep1_FOV4.tif
0,10,11,461,315,78,rep1_FOV4.tif
0,11,11,468,288,191,rep1_FOV4.tif
0,12,14,525,538,72,rep1_FOV4.tif
0,13,14,546,544,87,rep1_FOV4.tif
1,1,1,66,540,194,rep1_FOV4.tif
1,2,2,53,391,255,rep1_FOV4.tif
1,3,3,96,127,128,rep1_FOV4.tif
1,4,5,175,234,236,rep1_FOV4.tif
1,5,7,234,537,198,rep1_FOV4.tif
1,6,8,307,352,78,rep1_FOV4.tif
1,7,8,320,342,220,rep1_FOV4.tif
1,8,11,466,289,216,rep1_FOV4.tif
1,9,13,498,421,133,rep1_FOV4.tif
1,10,14,546,543,75,rep1_FOV4.tif
2,1,1,66,540,111,rep1_FOV4.tif
2,2,2,50,391,77,rep1_FOV4.tif
2,3,3,99,124,82,rep1_FOV4.tif
2,4,5,176,235,124,rep1_FOV4.tif
2,5,7,235,539,245,rep1_FOV4.tif
2,6,7,233,555,75,rep1_FOV4.tif
2,7,8,304,353,241,rep1_FOV4.tif
2,8,8,307,339,81,rep1_FOV4.tif
2,9,8,321,351,78,rep1_FOV4.tif
2,10,8,336,358,72,rep1_FOV4.tif
2,11,10,414,518,77,rep1_FOV4.tif
2,12,10,428,542,255,rep1_FOV4.tif
2,13,11,468,290,96,rep1_FOV4.tif
2,14,11,467,309,73,rep1_FOV4.tif
2,15,13,498,422,204,rep1_FOV4.tif
2,16,14,546,544,81,rep1_FOV4.tif
3,1,1,67,541,255,rep1_FOV4.tif
3,2,3,96,130,255,rep1_FOV4.tif
3,3,3,106,144,82,rep1_FOV4.tif
3,4,4,110,323,200,rep1_FOV4.tif
3,5,5,171,233,77,rep1_FOV4.tif
3,6,7,214,530,78,rep1_FOV4.tif
3,7,7,236,541,159,rep1_FOV4.tif
3,8,7,240,554,76,rep1_FOV4.tif
3,9,8,305,354,104,rep1_FOV4.tif
3,10,8,320,343,255,rep1_FOV4.tif
3,11,8,321,354,110,rep1_FOV4.tif
3,12,10,429,542,255,rep1_FOV4.tif
3,13,10,440,517,81,rep1_FOV4.tif
3,14,10,459,542,78,rep1_FOV4.tif
3,15,12,484,52,96,rep1_FOV4.tif
3,16,13,499,423,83,rep1_FOV4.tif
3,17,14,528,538,144,rep1_FOV4.tif
4,1,1,67,541,151,rep1_FOV4.tif
4,2,2,51,391,105,rep1_FOV4.tif
4,3,3,67,144,78,rep1_FOV4.tif
4,4,3,95,128,148,rep1_FOV4.tif
4,5,4,109,321,76,rep1_FOV4.tif
4,6,4,120,332,160,rep1_FOV4.tif
4,7,7,237,541,83,rep1_FOV4.tif
4,8,8,319,342,255,rep1_FOV4.tif
4,9,10,429,542,255,rep1_FOV4.tif
4,10,10,440,542,132,rep1_FOV4.tif
4,11,12,486,44,225,rep1_FOV4.tif
4,12,13,497,416,133,rep1_FOV4.tif
4,13,14,516,550,96,rep1_FOV4.tif
4,14,14,526,537,94,rep1_FOV4.tif
5,1,3,95,131,96,rep1_FOV4.tif
5,2,4,110,322,76,rep1_FOV4.tif
5,3,4,119,332,91,rep1_FOV4.tif
5,4,8,320,342,177,rep1_FOV4.tif
5,5,8,328,322,68,rep1_FOV4.tif
5,6,10,430,541,213,rep1_FOV4.tif
5,7,10,430,523,71,rep1_FOV4.tif
5,8,10,441,543,95,rep1_FOV4.tif
5,9,12,486,46,77,rep1_FOV4.tif
5,10,13,498,417,71,rep1_FOV4.tif
6,1,8,326,313,70,rep1_FOV4.tif
6,2,10,430,540,96,rep1_FOV4.tif
7,1,10,438,563,70,rep1_FOV4.tif
14,1,5,172,238,74,rep1_FOV4.tif
19,1,1,67,540,80,rep1_FOV4.tif
0,1,3,245,365,202,rep1_FOV5.tif
0,2,3,253,394,73,rep1_FOV5.tif
0,3,5,333,467,255,rep1_FOV5.tif
0,4,6,424,567,132,rep1_FOV5.tif
0,5,8,544,320,173,rep1_FOV5.tif
1,1,3,246,365,113,rep1_FOV5.tif
1,2,4,233,544,255,rep1_FOV5.tif
1,3,5,332,467,232,rep1_FOV5.tif
1,4,6,424,567,110,rep1_FOV5.tif
1,5,8,540,321,255,rep1_FOV5.tif
2,1,4,234,542,156,rep1_FOV5.tif
2,2,5,332,467,146,rep1_FOV5.tif
2,3,7,508,522,209,rep1_FOV5.tif
2,4,8,542,320,247,rep1_FOV5.tif
3,1,1,125,93,154,rep1_FOV5.tif
3,2,3,235,378,87,rep1_FOV5.tif
3,3,5,333,467,74,rep1_FOV5.tif
3,4,6,423,566,255,rep1_FOV5.tif
3,5,7,508,521,123,rep1_FOV5.tif
3,6,8,539,319,126,rep1_FOV5.tif
4,1,1,125,91,124,rep1_FOV5.tif
4,2,2,121,570,140,rep1_FOV5.tif
4,3,3,245,364,255,rep1_FOV5.tif
4,4,3,243,383,80,rep1_FOV5.tif
4,5,4,233,544,255,rep1_FOV5.tif
4,6,6,418,571,79,rep1_FOV5.tif
4,7,6,423,566,108,rep1_FOV5.tif
4,8,7,507,521,69,rep1_FOV5.tif
4,9,8,541,319,72,rep1_FOV5.tif
5,1,1,126,92,114,rep1_FOV5.tif
5,2,3,226,371,79,rep1_FOV5.tif
5,3,4,232,545,109,rep1_FOV5.tif
5,4,4,231,539,81,rep1_FOV5.tif
5,5,6,423,566,66,rep1_FOV5.tif
6,1,3,247,364,102,rep1_FOV5.tif
6,2,4,232,546,71,rep1_FOV5.tif
20,1,7,509,522,72,rep1_FOV5.tif
0,1,1,51,89,123,rep1_FOV6.tif
0,2,3,137,611,75,rep1_FOV6.tif
0,3,4,188,266,255,rep1_FOV6.tif
0,4,6,229,64,84,rep1_FOV6.tif
0,5,7,293,353,222,rep1_FOV6.tif
0,6,9,412,560,112,rep1_FOV6.tif
0,7,11,522,435,204,rep1_FOV6.tif
1,1,1,48,91,93,rep1_FOV6.tif
1,2,3,137,612,153,rep1_FOV6.tif
1,3,4,188,267,243,rep1_FOV6.tif
1,4,5,223,458,149,rep1_FOV6.tif
1,5,7,293,353,117,rep1_FOV6.tif
1,6,9,408,578,77,rep1_FOV6.tif
1,7,9,413,562,255,rep1_FOV6.tif
1,8,11,523,433,138,rep1_FOV6.tif
2,1,3,137,612,255,rep1_FOV6.tif
2,2,4,187,269,105,rep1_FOV6.tif
2,3,4,200,267,77,rep1_FOV6.tif
2,4,4,216,274,77,rep1_FOV6.tif
2,5,5,224,458,223,rep1_FOV6.tif
2,6,9,412,562,187,rep1_FOV6.tif
2,7,11,523,435,120,rep1_FOV6.tif
3,1,3,137,611,214,rep1_FOV6.tif
3,2,5,222,458,135,rep1_FOV6.tif
3,3,7,291,355,255,rep1_FOV6.tif
3,4,9,412,561,105,rep1_FOV6.tif
4,1,3,137,615,80,rep1_FOV6.tif
4,2,5,219,456,159,rep1_FOV6.tif
4,3,7,291,353,255,rep1_FOV6.tif
4,4,7,308,333,104,rep1_FOV6.tif
5,1,5,218,456,139,rep1_FOV6.tif
5,2,7,291,352,147,rep1_FOV6.tif
6,1,3,142,622,69,rep1_FOV6.tif
6,2,5,220,458,87,rep1_FOV6.tif
6,3,7,291,353,100,rep1_FOV6.tif
6,4,8,337,103,66,rep1_FOV6.tif
7,1,7,291,353,91,rep1_FOV6.tif
8,1,7,291,353,80,rep1_FOV6.tif
9,1,7,291,353,75,rep1_FOV6.tif
17,1,8,335,100,72,rep1_FOV6.tif
18,1,2,67,439,76,rep1_FOV6.tif
19,1,2,67,439,77,rep1_FOV6.tif
0,1,1,134,322,86,rep2_FOV1.tif
0,2,1,148,320,150,rep2_FOV1.tif
0,3,3,154,576,170,rep2_FOV1.tif
0,4,5,212,166,72,rep2_FOV1.tif
0,5,5,221,176,191,rep2_FOV1.tif
0,6,6,369,542,90,rep2_FOV1.tif
0,7,7,379,133,89,rep2_FOV1.tif
0,8,8,424,370,119,rep2_FOV1.tif
0,9,11,573,546,70,rep2_FOV1.tif
1,1,1,148,321,68,rep2_FOV1.tif
1,2,2,121,497,255,rep2_FOV1.tif
1,3,3,155,576,86,rep2_FOV1.tif
1,4,5,221,175,150,rep2_FOV1.tif
1,5,7,377,130,76,rep2_FOV1.tif
1,6,8,418,367,75,rep2_FOV1.tif
1,7,8,426,372,85,rep2_FOV1.tif
1,8,11,573,546,72,rep2_FOV1.tif
2,1,1,148,321,68,rep2_FOV1.tif
2,2,2,122,497,255,rep2_FOV1.tif
2,3,4,136,56,75,rep2_FOV1.tif
2,4,5,215,176,78,rep2_FOV1.tif
2,5,7,377,130,74,rep2_FOV1.tif
2,6,8,418,367,80,rep2_FOV1.tif
2,7,9,428,244,184,rep2_FOV1.tif
3,1,2,122,497,233,rep2_FOV1.tif
3,2,4,135,61,75,rep2_FOV1.tif
3,3,7,378,130,80,rep2_FOV1.tif
3,4,8,425,372,224,rep2_FOV1.tif
4,1,2,106,494,73,rep2_FOV1.tif
4,2,2,122,495,255,rep2_FOV1.tif
4,3,2,123,478,74,rep2_FOV1.tif
4,4,4,136,60,255,rep2_FOV1.tif
4,5,8,408,387,74,rep2_FOV1.tif
4,6,8,415,380,77,rep2_FOV1.tif
4,7,8,425,373,127,rep2_FOV1.tif
4,8,9,428,243,72,rep2_FOV1.tif
5,1,2,122,495,154,rep2_FOV1.tif
5,2,4,114,40,73,rep2_FOV1.tif
5,3,4,136,59,232,rep2_FOV1.tif
5,4,8,426,372,84,rep2_FOV1.tif
6,1,2,123,496,105,rep2_FOV1.tif
6,2,4,139,60,139,rep2_FOV1.tif
7,1,4,139,64,65,rep2_FOV1.tif
13,1,4,142,50,73,rep2_FOV1.tif
14,1,4,143,51,80,rep2_FOV1.tif
0,1,2,89,111,240,rep2_FOV2.tif
0,2,4,201,264,79,rep2_FOV2.tif
0,3,6,316,127,67,rep2_FOV2.tif
0,4,7,371,534,249,rep2_FOV2.tif
0,5,8,426,400,137,rep2_FOV2.tif
0,6,9,500,444,83,rep2_FOV2.tif
0,7,10,561,65,80,rep2_FOV2.tif
0,8,11,578,256,255,rep2_FOV2.tif
1,1,1,37,473,111,rep2_FOV2.tif
1,2,2,89,112,86,rep2_FOV2.tif
1,3,4,203,264,216,rep2_FOV2.tif
1,4,4,203,249,76,rep2_FOV2.tif
1,5,6,316,130,119,rep2_FOV2.tif
1,6,7,372,534,238,rep2_FOV2.tif
1,7,7,386,539,78,rep2_FOV2.tif
1,8,11,578,254,146,rep2_FOV2.tif
1,9,11,587,264,77,rep2_FOV2.tif
2,1,1,36,474,190,rep2_FOV2.tif
2,2,3,153,588,77,rep2_FOV2.tif
2,3,4,202,262,143,rep2_FOV2.tif
2,4,7,372,533,77,rep2_FOV2.tif
2,5,7,380,534,74,rep2_FOV2.tif
2,6,9,501,462,168,rep2_FOV2.tif
2,7,11,600,229,81,rep2_FOV2.tif
3,1,1,36,474,87,rep2_FOV2.tif
3,2,9,501,461,89,rep2_FOV2.tif
4,1,1,31,471,78,rep2_FOV2.tif
4,2,2,89,111,74,rep2_FOV2.tif
5,1,1,34,471,83,rep2_FOV2.tif
8,1,3,164,570,66,rep2_FOV2.tif
9,1,3,158,587,68,rep2_FOV2.tif
9,2,3,163,571,73,rep2_FOV2.tif
0,1,1,72,308,72,rep2_FOV3.tif
0,2,3,102,548,96,rep2_FOV3.tif
0,3,4,195,455,255,rep2_FOV3.tif
0,4,6,267,554,74,rep2_FOV3.tif
0,5,6,284,542,165,rep2_FOV3.tif
0,6,7,356,65,132,rep2_FOV3.tif
0,7,8,407,301,131,rep2_FOV3.tif
0,8,9,563,484,172,rep2_FOV3.tif
1,1,1,72,308,77,rep2_FOV3.tif
1,2,3,95,537,158,rep2_FOV3.tif
1,3,3,105,552,87,rep2_FOV3.tif
1,4,4,196,455,211,rep2_FOV3.tif
1,5,6,272,551,141,rep2_FOV3.tif
1,6,6,284,542,91,rep2_FOV3.tif
1,7,6,304,529,72,rep2_FOV3.tif
1,8,7,358,66,103,rep2_FOV3.tif
1,9,9,562,484,96,rep2_FOV3.tif
2,1,1,75,303,177,rep2_FOV3.tif
2,2,3,95,536,177,rep2_FOV3.tif
2,3,3,103,549,94,rep2_FOV3.tif
2,4,4,193,451,79,rep2_FOV3.tif
2,5,4,195,454,78,rep2_FOV3.tif
2,6,6,274,551,90,rep2_FOV3.tif
2,7,6,283,541,71,rep2_FOV3.tif
2,8,7,358,65,110,rep2_FOV3.tif
3,1,1,76,304,119,rep2_FOV3.tif
3,2,3,88,545,83,rep2_FOV3.tif
3,3,3,95,536,126,rep2_FOV3.tif
3,4,6,283,541,67,rep2_FOV3.tif
3,5,7,357,64,244,rep2_FOV3.tif
3,6,9,571,493,125,rep2_FOV3.tif
3,7,10,594,225,255,rep2_FOV3.tif
4,1,1,76,305,74,rep2_FOV3.tif
4,2,3,95,538,98,rep2_FOV3.tif
4,3,6,273,551,255,rep2_FOV3.tif
4,4,7,357,64,159,rep2_FOV3.tif
4,5,9,571,493,255,rep2_FOV3.tif
4,6,10,593,226,223,rep2_FOV3.tif
5,1,4,184,448,74,rep2_FOV3.tif
5,2,6,272,547,121,rep2_FOV3.tif
5,3,6,284,560,81,rep2_FOV3.tif
5,4,6,304,547,82,rep2_FOV3.tif
5,5,7,357,66,113,rep2_FOV3.tif
5,6,9,570,494,144,rep2_FOV3.tif
5,7,10,595,227,101,rep2_FOV3.tif
6,1,4,184,448,71,rep2_FOV3.tif
6,2,9,568,495,99,rep2_FOV3.tif
10,1,7,365,72,73,rep2_FOV3.tif
16,1,5,261,273,73,rep2_FOV3.tif
19,1,10,598,224,95,rep2_FOV3.tif
20,1,5,261,275,71,rep2_FOV3.tif
0,1,1,147,113,97,rep2_FOV4.tif
0,2,1,153,105,128,rep2_FOV4.tif
0,3,2,174,544,255,rep2_FOV4.tif
0,4,4,288,435,80,rep2_FOV4.tif
0,5,4,292,453,81,rep2_FOV4.tif
0,6,4,307,441,255,rep2_FOV4.tif
0,7,4,319,423,71,rep2_FOV4.tif
0,8,5,326,325,170,rep2_FOV4.tif
0,9,7,432,67,113,rep2_FOV4.tif
0,10,8,567,45,129,rep2_FOV4.tif
0,11,9,594,427,123,rep2_FOV4.tif
0,12,10,572,148,130,rep2_FOV4.tif
0,13,10,584,152,78,rep2_FOV4.tif
1,1,1,155,104,86,rep2_FOV4.tif
1,2,2,174,544,178,rep2_FOV4.tif
1,3,4,306,441,255,rep2_FOV4.tif
1,4,5,327,324,96,rep2_FOV4.tif
1,5,7,432,65,79,rep2_FOV4.tif
1,6,8,568,46,184,rep2_FOV4.tif
1,7,9,594,426,244,rep2_FOV4.tif
1,8,10,572,148,255,rep2_FOV4.tif
2,1,2,174,547,81,rep2_FOV4.tif
2,2,2,187,535,66,rep2_FOV4.tif
2,3,4,307,442,147,rep2_FOV4.tif
2,4,5,321,326,255,rep2_FOV4.tif
2,5,6,417,455,187,rep2_FOV4.tif
2,6,8,569,45,75,rep2_FOV4.tif
2,7,9,594,425,120,rep2_FOV4.tif
2,8,10,572,149,255,rep2_FOV4.tif
3,1,4,307,442,90,rep2_FOV4.tif
3,2,5,324,326,255,rep2_FOV4.tif
3,3,6,417,455,102,rep2_FOV4.tif
3,4,7,421,76,77,rep2_FOV4.tif
3,5,7,431,68,197,rep2_FOV4.tif
3,6,9,595,427,255,rep2_FOV4.tif
3,7,10,572,148,255,rep2_FOV4.tif
3,8,10,587,146,80,rep2_FOV4.tif
4,1,4,307,442,76,rep2_FOV4.tif
4,2,5,324,325,119,rep2_FOV4.tif
4,3,8,567,49,136,rep2_FOV4.tif
4,4,9,582,432,74,rep2_FOV4.tif
4,5,9,594,427,192,rep2_FOV4.tif
4,6,10,573,148,235,rep2_FOV4.tif
5,1,9,594,427,132,rep2_FOV4.tif
13,1,5,322,327,83,rep2_FOV4.tif
20,1,1,158,102,83,rep2_FOV4.tif
0,1,3,81,221,193,rep2_FOV5.tif
0,2,3,92,230,123,rep2_FOV5.tif
0,3,3,91,214,82,rep2_FOV5.tif
0,4,4,96,97,255,rep2_FOV5.tif
0,5,4,105,109,80,rep2_FOV5.tif
0,6,5,160,601,204,rep2_FOV5.tif
0,7,8,380,474,254,rep2_FOV5.tif
0,8,9,440,166,81,rep2_FOV5.tif
0,9,10,433,572,255,rep2_FOV5.tif
0,10,10,435,590,77,rep2_FOV5.tif
0,11,12,579,75,106,rep2_FOV5.tif
1,1,1,34,352,140,rep2_FOV5.tif
1,2,3,80,220,90,rep2_FOV5.tif
1,3,3,92,230,90,rep2_FOV5.tif
1,4,4,97,97,164,rep2_FOV5.tif
1,5,5,159,602,218,rep2_FOV5.tif
1,6,8,379,473,209,rep2_FOV5.tif
1,7,8,408,472,74,rep2_FOV5.tif
1,8,9,447,162,78,rep2_FOV5.tif
1,9,10,438,572,251,rep2_FOV5.tif
2,1,1,34,351,208,rep2_FOV5.tif
2,2,1,38,337,255,rep2_FOV5.tif
2,3,3,72,210,78,rep2_FOV5.tif
2,4,3,72,231,75,rep2_FOV5.tif
2,5,3,82,220,253,rep2_FOV5.tif
2,6,3,90,214,103,rep2_FOV5.tif
2,7,4,98,94,77,rep2_FOV5.tif
2,8,5,163,605,203,rep2_FOV5.tif
2,9,8,380,473,129,rep2_FOV5.tif
2,10,8,401,484,79,rep2_FOV5.tif
2,11,10,440,573,163,rep2_FOV5.tif
3,1,1,35,351,133,rep2_FOV5.tif
3,2,1,40,337,182,rep2_FOV5.tif
3,3,3,80,220,129,rep2_FOV5.tif
3,4,3,92,228,255,rep2_FOV5.tif
3,5,4,93,101,255,rep2_FOV5.tif
3,6,5,162,605,155,rep2_FOV5.tif
3,7,9,445,160,255,rep2_FOV5.tif
3,8,10,439,573,104,rep2_FOV5.tif
4,1,1,35,353,68,rep2_FOV5.tif
4,2,1,54,373,67,rep2_FOV5.tif
4,3,3,76,222,76,rep2_FOV5.tif
4,4,3,91,228,182,rep2_FOV5.tif
4,5,4,95,98,223,rep2_FOV5.tif
4,6,5,157,592,68,rep2_FOV5.tif
4,7,5,164,606,111,rep2_FOV5.tif
4,8,5,166,599,84,rep2_FOV5.tif
4,9,9,428,165,78,rep2_FOV5.tif
4,10,9,445,160,158,rep2_FOV5.tif
4,11,10,441,572,126,rep2_FOV5.tif
5,1,3,82,218,70,rep2_FOV5.tif
5,2,3,91,228,111,rep2_FOV5.tif
5,3,4,94,97,81,rep2_FOV5.tif
5,4,9,440,143,72,rep2_FOV5.tif
5,5,9,447,160,80,rep2_FOV5.tif
5,6,10,441,573,81,rep2_FOV5.tif
6,1,3,89,228,70,rep2_FOV5.tif
6,2,4,97,99,71,rep2_FOV5.tif
6,3,4,121,102,71,rep2_FOV5.tif
6,4,10,442,575,78,rep2_FOV5.tif
7,1,4,95,96,72,rep2_FOV5.tif
9,1,7,302,275,72,rep2_FOV5.tif
10,1,1,32,352,73,rep2_FOV5.tif
11,1,1,32,352,74,rep2_FOV5.tif
15,1,8,381,473,78,rep2_FOV5.tif
20,1,10,431,571,85,rep2_FOV5.tif
0,1,2,61,116,138,rep2_FOV6.tif
0,2,3,139,602,70,rep2_FOV6.tif
0,3,3,153,592,204,rep2_FOV6.tif
0,4,4,200,305,87,rep2_FOV6.tif
0,5,7,338,341,106,rep2_FOV6.tif
0,6,8,390,453,255,rep2_FOV6.tif
0,7,9,542,93,111,rep2_FOV6.tif
1,1,3,154,590,109,rep2_FOV6.tif
